"","table.x","first_id","desc","category","label","format","year","ISCED_number","ISCED_label","ISCED_desc"
"5063","INDIVIDU","DIEP","Diplôme le plus élevé obtenu en enseignement technique ou professionnel",39,"Brevet d'enseignement agricole (BEA), commercial (BEC), hôtelier (BEH), industriel (BEI), social (BES),","Categorical",2004,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"5064","INDIVIDU","DIEP","Diplôme le plus élevé obtenu en enseignement technique ou professionnel",39,"Brevet d'enseignement agricole (BEA), commercial (BEC), hôtelier (BEH), industriel (BEI), social (BES), brevet d'agent technique agricole.","Categorical",2004,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"5066","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",41,"Diplôme universitaire du 1er cycle (sauf DUT) : propédeutique, DUEL, DUES, DEUG, PCEM...","Categorical",2004,"540","Short-cycle tertiary education, General, Not further defined",NA
"5067","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",42,"DUT (Diplôme universitaire de technologie), BTS (brevet de technicien supérieur)","Categorical",2004,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"5068","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",43,"Diplôme de niveau de technicien supérieur (sauf DUT ou BTS) d'une école juridique, commerciale,","Categorical",2004,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"5069","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",43,"Diplôme de niveau de technicien supérieur (sauf DUT ou BTS) d'une école juridique, commerciale, d'arts appliqués","Categorical",2004,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"5070","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",44,"Diplôme des professions de la santé (hors celle de médecin, dentiste, pharmacien) et des professions","Categorical",2004,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"5071","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",44,"Diplôme des professions de la santé (hors celle de médecin, dentiste, pharmacien) et des professions sociales","Categorical",2004,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"5072","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",45,"Certificat d'aptitude pédagogique, certificat de fin d'études normales (CFEN)","Categorical",2004,"650","Bachelor’s or equivalent level, Professional, Not further defined",NA
"5073","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",46,"Diplôme universitaire du 2ème cycle (licence, maîtrise, IUFM)","Categorical",2004,"640","Bachelor’s or equivalent level, Academic, Not further defined",NA
"5074","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",47,"Diplôme universitaire du 3ème cycle (DES, DEA, doctorat, y compris doctorat en médecine, diplôme de","Categorical",2004,"740, 750, 840","Master’s or equivalent level, Academic, Not further defined., Master’s or equivalent level, Professional, Not further defined., Doctoral or equivalent level, Academic, Not further defined",NA
"5075","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",47,"Diplôme universitaire du 3ème cycle (DES, DEA, doctorat, y compris doctorat en médecine, diplôme de chirurgien-dentiste , CAPES, CAPET, agrégation)","Categorical",2004,"740, 750, 840","Master’s or equivalent level, Academic, Not further defined., Master’s or equivalent level, Professional, Not further defined., Doctoral or equivalent level, Academic, Not further defined",NA
"5076","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",48,"Diplôme d'une grande école ou d'une école d'ingénieur (non citée ci dessous)","Categorical",2004,"750","Master’s or equivalent level, Professional, Not further defined",NA
"5077","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",49,"Diplôme de l'une des grandes écoles suivantes : Centrale, Ecole de l'Air, Ecole de la magistrature,","Categorical",2004,"750","Master’s or equivalent level, Professional, Not further defined",NA
"5078","INDIVIDU","DIES","Diplôme le plus élevé obtenu en enseignement supérieur",49,"Diplôme de l'une des grandes écoles suivantes : Centrale, Ecole de l'Air, Ecole de la magistrature, ESSEC, ENA, ENGREF, ENSAE, Génie maritime, HEC, INA (""Agro""), Mines, Navale, Normale","Categorical",2004,"750","Master’s or equivalent level, Professional, Not further defined",NA
"5080","INDIVIDU","DIPLO","Niveau de diplôme",1,"CEP, DFEO","Categorical",2004,"100","Primary education, including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion",NA
"5081","INDIVIDU","DIPLO","Niveau de diplôme",2,"CAP, BEP","Categorical",2004,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"5082","INDIVIDU","DIPLO","Niveau de diplôme",3,"BEPC","Categorical",2004,"244","Lower secondary education, General, Level completion, with direct access to upper secondary education",NA
"5083","INDIVIDU","DIPLO","Niveau de diplôme",4,"Bac technique","Categorical",2004,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"5084","INDIVIDU","DIPLO","Niveau de diplôme",5,"Bac général","Categorical",2004,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"5085","INDIVIDU","DIPLO","Niveau de diplôme",6,"1er cycle universitaire, DUT, BTS","Categorical",2004,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined.",NA
"5086","INDIVIDU","DIPLO","Niveau de diplôme",7,"2ème et 3ème cycle, grandes écoles","Categorical",2004,"640, 740, 750, 840","Bachelor’s or equivalent level, Academic, Not further defined., Master’s or equivalent level, Academic, Not further defined., Master’s or equivalent level, Professional, Not further defined., Doctoral or equivalent level, Academic, Not further defined",NA
"6139","MÉNAGE","DIEGCJ","Diplôme le plus élevé obtenu en enseignement général par le conjoint",2,"Certificat d'Etudes primaires (CEP), diplôme de fin d'études obligatoires (DFEO)","Categorical",2004,"100","Primary education, including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion",NA
"6140","MÉNAGE","DIEGCJ","Diplôme le plus élevé obtenu en enseignement général par le conjoint",15,"Brevet d'études du 1er cycle (BEPC), brevet des collèges","Categorical",2004,"244","Lower secondary education, General, Level completion, with direct access to upper secondary education",NA
"6141","MÉNAGE","DIEGCJ","Diplôme le plus élevé obtenu en enseignement général par le conjoint",16,"Baccalauréat 1ère partie ou probatoire, certificat de fin d'études secondaires (CFES)","Categorical",2004,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"6142","MÉNAGE","DIEGCJ","Diplôme le plus élevé obtenu en enseignement général par le conjoint",17,"Baccalauréat nouvelles séries L, ES, S, baccalauréat séries A à E ou baccalauréat 2ème partie","Categorical",2004,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"6143","MÉNAGE","DIEGCJ","Diplôme le plus élevé obtenu en enseignement général par le conjoint",18,"Brevet élémentaire (BE), brevet d'enseignement primaire supérieur (BEPS)","Categorical",2004,"343","Upper secondary education, General, Level completion, without direct access to tertiary education",NA
"6144","MÉNAGE","DIEGCJ","Diplôme le plus élevé obtenu en enseignement général par le conjoint",19,"Brevet supérieur (BS)","Categorical",2004,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"6146","MÉNAGE","DIEGPR","Diplôme le plus élevé obtenu en enseignement général par la personne de référence",2,"Certificat d'Etudes primaires (CEP), diplôme de fin d'études obligatoires (DFEO)","Categorical",2004,"100","Primary education, including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion",NA
"6147","MÉNAGE","DIEGPR","Diplôme le plus élevé obtenu en enseignement général par la personne de référence",15,"Brevet d'études du 1er cycle (BEPC), brevet des collèges","Categorical",2004,"244","Lower secondary education, General, Level completion, with direct access to upper secondary education",NA
"6148","MÉNAGE","DIEGPR","Diplôme le plus élevé obtenu en enseignement général par la personne de référence",16,"Baccalauréat 1ère partie ou probatoire, certificat de fin d'études secondaires (CFES)","Categorical",2004,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"6149","MÉNAGE","DIEGPR","Diplôme le plus élevé obtenu en enseignement général par la personne de référence",17,"Baccalauréat nouvelles séries L, ES, S, baccalauréat séries A à E ou baccalauréat 2ème partie","Categorical",2004,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"6150","MÉNAGE","DIEGPR","Diplôme le plus élevé obtenu en enseignement général par la personne de référence",18,"Brevet élémentaire (BE), brevet d'enseignement primaire supérieur (BEPS)","Categorical",2004,"343","Upper secondary education, General, Level completion, without direct access to tertiary education",NA
"6151","MÉNAGE","DIEGPR","Diplôme le plus élevé obtenu en enseignement général par la personne de référence",19,"Brevet supérieur (BS)","Categorical",2004,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"6153","MÉNAGE","DIEPCJ","Diplôme le plus élevé obtenu en enseignement technique ou professionnel par le conjoint",21,"Certificat d'éducation professionnelle","Categorical",2004,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"6154","MÉNAGE","DIEPCJ","Diplôme le plus élevé obtenu en enseignement technique ou professionnel par le conjoint",23,"CAP (ou CAPA), ou BEP (ou BEPA), obtenu par l'apprentissage effectué en relation avec un CFA,","Categorical",2004,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
